StudentID,CourseID,Grade,ExamScore,AssignmentScore
S070,C241,D,55,55
S070,C242,F,3,18
S070,C243,F,20,29
S070,C244,D,57,57
S070,C245,C,61,61
S070,C246,F,28,26
S070,C247,D,55,55
S070,C248,D,54,52
S070,C249,D,54,50
S070,C250,D,51,52
S071,C201,C,65,69
S071,C202,F,46,11
S071,C203,F,43,37
S071,C204,D,54,55
S071,C205,C,67,69
S071,C206,D,56,55
S071,C207,C,65,69
S071,C208,F,35,5
S071,C209,D,54,51
S071,C210,D,50,54
S071,C211,D,57,52
S071,C212,D,50,58
S071,C213,C,63,61
S071,C214,B,70,79
S071,C215,C,62,65
S071,C216,F,31,34
S071,C217,C,69,67
S071,C218,F,21,38
S071,C219,D,50,52
S071,C220,D,58,57
S071,C221,D,53,58
S071,C222,D,54,54
S071,C223,D,59,53
S071,C224,F,21,24
S071,C225,F,10,35
S071,C226,C,63,64
S071,C227,D,58,59
S071,C228,C,63,60
S071,C229,C,64,69
S071,C230,D,55,52
S071,C231,C,63,64
S071,C232,D,58,59
S071,C233,B,71,71
S071,C234,D,56,58
S071,C235,F,4,28
S071,C236,D,50,55
S071,C237,D,56,51
S071,C238,D,53,59
S071,C239,C,69,68
S071,C240,D,59,57
S071,C241,C,61,69
S071,C242,C,63,69
S071,C243,D,52,58
S071,C244,D,56,59
S071,C245,C,69,66
S071,C246,F,6,46
S071,C247,B,70,76
S071,C248,C,61,61
S071,C249,D,53,50
S071,C250,C,63,69
S072,C201,C,60,60
S072,C202,F,34,26
S072,C203,D,55,55
S072,C204,D,50,54
S072,C205,D,54,55
S072,C206,F,1,14
S072,C207,D,51,59
S072,C208,B,71,78
S072,C209,F,2,10
S072,C210,B,79,77
S072,C211,D,58,58
S072,C212,D,59,55
S072,C213,D,53,51
S072,C214,C,67,67
S072,C215,D,50,52
S072,C216,B,78,72
S072,C217,F,25,13
S072,C218,B,70,73
S072,C219,D,53,51
S072,C220,C,64,66
S072,C221,D,56,53
S072,C222,B,78,79
S072,C223,D,54,57
S072,C224,F,39,49
S072,C225,D,50,50
S072,C226,D,56,52
S072,C227,F,14,34
S072,C228,C,66,62
S072,C229,D,53,54
S072,C230,C,69,65
S072,C231,C,61,67
S072,C232,D,57,51
S072,C233,C,61,67
S072,C234,D,59,56
S072,C235,D,54,56
S072,C236,F,39,37
S072,C237,F,45,5
S072,C238,F,11,34
S072,C239,B,75,73
S072,C240,D,56,50
S072,C241,F,20,2
S072,C242,F,36,49
S072,C243,F,38,37
S072,C244,D,50,59
S072,C245,F,27,39
S072,C246,D,58,56
S072,C247,C,65,61
S072,C248,D,57,50
S072,C249,C,68,62
S072,C250,F,9,43
S073,C201,D,57,51
S073,C202,D,57,57
S073,C203,D,59,54
S073,C204,C,64,66
S073,C205,D,59,51
S073,C206,F,37,11
S073,C207,F,7,40
S073,C208,D,53,54
S073,C209,F,45,26
S073,C210,F,30,2
S073,C211,C,64,65
S073,C212,D,57,59
S073,C213,D,54,53
S073,C214,F,8,26
S073,C215,F,44,14
S073,C216,C,62,62
S073,C217,C,65,64
S073,C218,F,27,26
S073,C219,F,40,21
S073,C220,C,63,68
S073,C221,F,28,10
S073,C222,D,51,59
S073,C223,C,66,63
S073,C224,D,51,50
S073,C225,F,0,7
S073,C226,D,58,59
S073,C227,D,54,50
S073,C228,D,58,51
S073,C229,D,55,55
S073,C230,F,7,7
S073,C231,F,24,24
S073,C232,D,55,57
S073,C233,F,35,34
S073,C234,D,59,54
S073,C235,D,55,52
S073,C236,B,72,79
S073,C237,F,13,1
S073,C238,C,69,66
S073,C239,C,63,66
S073,C240,B,73,78
S073,C241,F,39,14
S073,C242,C,65,66
S073,C243,D,56,54
S073,C244,F,17,42
S073,C245,F,37,37
S073,C246,F,8,8
S073,C247,F,20,41
S073,C248,D,52,50
S073,C249,F,18,18
S073,C250,C,68,63
S074,C201,F,36,25
S074,C202,D,57,51
S074,C203,F,45,12
S074,C204,D,58,53
S074,C205,D,54,51
S074,C206,D,52,56
S074,C207,D,57,52
S074,C208,C,64,69
S074,C209,F,43,17
S074,C210,C,65,63
S074,C211,D,51,52
S074,C212,D,59,50
S074,C213,B,73,73
S074,C214,D,52,56
S074,C215,F,42,22
S074,C216,C,64,64
S074,C217,D,59,50
S074,C218,D,53,52
S074,C219,F,10,27
S074,C220,F,11,20
S074,C221,D,56,50
S074,C222,D,52,53
S074,C223,F,35,32
S074,C224,D,57,54
S074,C225,C,67,66
S074,C226,D,55,58
S074,C227,C,67,62
S074,C228,D,52,54
S074,C229,D,54,58
S074,C230,F,33,0
S074,C231,F,32,0
S074,C232,F,0,13
S074,C233,C,65,64
S074,C234,B,78,78
S074,C235,F,11,7
S074,C236,D,53,50
S074,C237,B,78,77
S074,C238,C,67,68
S074,C239,D,59,55
S074,C240,C,61,60
S074,C241,C,66,60
S074,C242,F,7,9
S074,C243,F,0,44
S074,C244,D,54,51
S074,C245,F,46,23
S074,C246,D,55,52
S074,C247,B,79,74
S074,C248,B,77,74
S074,C249,D,56,54
S074,C250,F,46,24
S075,C201,C,67,68
S075,C202,F,1,9
S075,C203,F,21,5
S075,C204,D,52,58
S075,C205,B,77,73
S075,C206,B,73,72
S075,C207,F,48,30
S075,C208,C,66,60
S075,C209,D,56,51
S075,C210,C,69,67
S075,C211,B,76,71
S075,C212,F,47,25
S075,C213,D,58,59
S075,C214,D,53,52
S075,C215,B,72,77
S075,C216,D,57,50
S075,C217,C,69,68
S075,C218,F,49,14
S075,C219,D,55,59
S075,C220,D,56,51
S075,C221,C,64,67
S075,C222,C,66,68
S075,C223,F,1,49
S075,C224,F,20,48
S075,C225,D,59,55
S075,C226,F,27,48
S075,C227,C,60,62
S075,C228,F,46,12
S075,C229,D,58,55
S075,C230,C,62,67
S075,C231,F,19,2
S075,C232,D,57,51
S075,C233,F,22,18
S075,C234,C,62,62
S075,C235,D,52,56
S075,C236,D,56,55
S075,C237,D,53,57
S075,C238,F,6,40
S075,C239,F,27,37
S075,C240,F,23,20
S075,C241,D,51,51
S075,C242,C,67,61
S075,C243,C,63,62
S075,C244,D,55,54
S075,C245,F,10,21
S075,C246,C,63,61
S075,C247,F,13,20
S075,C248,F,21,9
S075,C249,D,50,57
S075,C250,C,62,62
S076,C201,F,10,20
S076,C202,D,57,57
S076,C203,C,65,67
S076,C204,F,29,26
S076,C205,F,36,39
S076,C206,F,30,5
S076,C207,F,17,40
S076,C208,D,59,55
S076,C209,D,52,59
S076,C210,F,43,6
S076,C211,C,67,61
S076,C212,D,50,57
S076,C213,C,68,64
S076,C214,F,19,10
S076,C215,D,50,54
S076,C216,D,50,54
S076,C217,F,13,26
S076,C218,D,53,59
S076,C219,D,57,53
S076,C220,D,53,55
S076,C221,F,46,3
S076,C222,D,54,57
S076,C223,C,65,64
S076,C224,F,25,31
S076,C225,D,59,52
S076,C226,F,45,37
S076,C227,D,55,52
S076,C228,C,63,66
S076,C229,F,23,26
S076,C230,D,57,55
S076,C231,B,77,70
S076,C232,D,59,56
S076,C233,F,24,16
S076,C234,D,57,51
S076,C235,D,58,50
S076,C236,D,51,59
S076,C237,C,64,64
S076,C238,D,57,50
S076,C239,C,60,69
S076,C240,D,51,54
S076,C241,F,38,40
S076,C242,D,56,55
S076,C243,F,33,21
S076,C244,D,50,50
S076,C245,D,52,53
S076,C246,D,58,51
S076,C247,F,2,43
S076,C248,F,0,45
S076,C249,D,52,50
S076,C250,D,52,52
S077,C201,D,50,56
S077,C202,D,55,51
S077,C203,C,66,62
S077,C204,B,71,72
S077,C205,C,60,64
S077,C206,F,47,47
S077,C207,D,55,59
S077,C208,F,16,27
S077,C209,F,35,21
S077,C210,F,29,12
S077,C211,F,19,1
S077,C212,D,59,53
S077,C213,C,60,62
S077,C214,D,56,57
S077,C215,D,56,57
S077,C216,D,53,55
S077,C217,D,53,51
S077,C218,B,70,70
S077,C219,C,68,64
S077,C220,D,50,59
S077,C221,D,52,51
S077,C222,C,69,62
S077,C223,B,72,75
S077,C224,B,75,70
S077,C225,D,56,50
S077,C226,D,54,55
S077,C227,D,51,59
S077,C228,D,59,56
S077,C229,C,60,64
S077,C230,B,75,79
S077,C231,D,55,59
S077,C232,D,52,55
S077,C233,F,9,47
S077,C234,F,15,44
S077,C235,C,61,69
S077,C236,D,55,52
S077,C237,D,57,56
S077,C238,C,64,65
S077,C239,F,45,27
S077,C240,C,69,65
S077,C241,F,47,35
S077,C242,D,58,58
S077,C243,B,78,77
S077,C244,B,75,74
S077,C245,C,62,63
S077,C246,C,66,61
S077,C247,D,52,52
S077,C248,D,53,50
S077,C249,B,79,74
S077,C250,F,42,31
S078,C201,F,10,7
S078,C202,D,52,55
S078,C203,D,58,59
S078,C204,D,54,59
S078,C205,D,51,56
S078,C206,D,59,55
S078,C207,D,50,57
S078,C208,D,50,52
S078,C209,C,60,62
S078,C210,C,62,61
S078,C211,C,67,68
S078,C212,D,54,52
S078,C213,B,70,75
S078,C214,D,55,56
S078,C215,F,34,1
S078,C216,D,57,52
S078,C217,B,74,75
S078,C218,F,0,41
S078,C219,C,69,68
S078,C220,D,59,54
S078,C221,C,62,62
S078,C222,F,47,26
S078,C223,D,50,55
S078,C224,C,61,66
S078,C225,D,56,58
S078,C226,F,35,44
S078,C227,F,6,14
S078,C228,F,36,12
S078,C229,D,51,57
S078,C230,C,69,64
S078,C231,B,77,70
S078,C232,D,50,57
S078,C233,C,66,63
S078,C234,D,57,50
S078,C235,F,23,22
S078,C236,D,58,50
S078,C237,F,10,15
S078,C238,F,35,44
S078,C239,B,70,77
S078,C240,D,55,54
S078,C241,D,58,53
S078,C242,C,62,65
S078,C243,C,68,67
S078,C244,F,21,26
S078,C245,D,55,58
S078,C246,F,39,22
S078,C247,F,33,7
S078,C248,D,58,56
S078,C249,D,51,55
S078,C250,D,57,57
S079,C201,D,54,55
S079,C202,C,68,66
S079,C203,D,51,56
S079,C204,B,77,78
S079,C205,C,61,65
S079,C206,F,3,46
S079,C207,D,57,58
S079,C208,F,2,48
S079,C209,B,75,72
S079,C210,D,52,58
S079,C211,D,50,58
S079,C212,C,62,68
S079,C213,F,15,47
S079,C214,D,56,59
S079,C215,D,56,55
S079,C216,D,52,57
S079,C217,D,58,56
S079,C218,F,40,42
S079,C219,D,53,53
S079,C220,D,53,56
S079,C221,D,54,50
S079,C222,F,30,31
S079,C223,C,61,60
S079,C224,D,57,52
S079,C225,C,62,69
S079,C226,D,57,55
S079,C227,D,57,57
S079,C228,F,8,11
S079,C229,D,56,51
S079,C230,D,53,53
S079,C231,C,63,66
S079,C232,D,50,50
S079,C233,D,55,56
S079,C234,C,62,64
S079,C235,D,52,50
S079,C236,D,50,59
S079,C237,D,59,53
S079,C238,D,53,53
S079,C239,D,54,59
S079,C240,C,61,68
S079,C241,D,57,50
S079,C242,F,36,28
S079,C243,B,79,74
S079,C244,D,54,57
S079,C245,D,53,52
S079,C246,D,53,52
S079,C247,D,54,58
S079,C248,C,69,62
S079,C249,D,58,54
S079,C250,F,19,0
S080,C201,D,51,57
S080,C202,D,53,58
S080,C203,D,54,52
S080,C204,D,51,50
S080,C205,B,79,79
S080,C206,D,57,55
S080,C207,F,0,34
S080,C208,B,75,77
S080,C209,D,50,57
S080,C210,D,57,50
S080,C211,D,51,57
S080,C212,F,43,16
S080,C213,F,4,45
S080,C214,D,50,54
S080,C215,F,38,31
S080,C216,D,54,54
S080,C217,F,0,12
S080,C218,B,71,75
S080,C219,D,57,56
S080,C220,F,39,37
S080,C221,D,50,59
S080,C222,D,56,56
S080,C223,D,59,57
S080,C224,D,50,55
S080,C225,F,7,49
S080,C226,F,13,43
S080,C227,C,61,62
S080,C228,D,51,56
S080,C229,F,31,49
S080,C230,D,55,53
S080,C231,F,35,9
S080,C232,F,21,44
S080,C233,F,31,26
S080,C234,D,54,50
S080,C235,C,66,69
S080,C236,D,51,52
S080,C237,D,52,54
S080,C238,D,57,53
S080,C239,F,33,29
S080,C240,F,39,6
S080,C241,C,63,62
S080,C242,D,53,58
S080,C243,C,62,61
S080,C244,F,7,14
S080,C245,F,48,47
S080,C246,D,57,58
S080,C247,D,57,52
S080,C248,D,51,51
S080,C249,F,5,34
S080,C250,F,1,24
S081,C201,B,74,78
S081,C202,B,72,75
S081,C203,D,57,56
S081,C204,F,1,8
S081,C205,C,69,60
S081,C206,F,34,20
S081,C207,D,57,53
S081,C208,F,32,31
S081,C209,D,57,50
S081,C210,F,15,32
S081,C211,D,58,54
S081,C212,D,55,50
S081,C213,D,57,51
S081,C214,D,56,51
S081,C215,D,54,54
S081,C216,D,58,51
S081,C217,C,69,67
S081,C218,D,58,54
S081,C219,D,50,52
S081,C220,D,52,57
S081,C221,D,55,59
S081,C222,C,64,69
S081,C223,F,21,5
S081,C224,D,50,57
S081,C225,D,55,54
S081,C226,B,72,71
S081,C227,D,50,59
S081,C228,B,73,75
S081,C229,D,57,59
S081,C230,D,51,58
S081,C231,D,50,52
S081,C232,B,70,79
S081,C233,D,55,50
S081,C234,C,63,68
S081,C235,D,59,58
S081,C236,D,53,58
S081,C237,C,69,69
S081,C238,D,56,53
S081,C239,C,60,60
S081,C240,B,72,73
S081,C241,C,68,61
S081,C242,D,59,57
S081,C243,D,54,51
S081,C244,D,51,50
S081,C245,D,55,55
S081,C246,D,50,59
S081,C247,D,59,55
S081,C248,F,26,31
S081,C249,F,22,49
S081,C250,F,43,40
S082,C201,C,66,62
S082,C202,F,7,8
S082,C203,D,59,56
S082,C204,D,53,54
S082,C205,D,56,55
S082,C206,D,56,55
S082,C207,D,56,58
S082,C208,B,73,70
S082,C209,D,58,51
S082,C210,D,53,54
S082,C211,C,61,66
S082,C212,C,63,61
S082,C213,D,51,59
S082,C214,D,51,51
S082,C215,C,65,61
S082,C216,D,58,53
S082,C217,F,1,39
S082,C218,C,60,64
S082,C219,F,38,39
S082,C220,D,51,54
S082,C221,F,4,46
S082,C222,D,52,56
S082,C223,D,50,53
S082,C224,D,56,51
S082,C225,D,58,52
S082,C226,C,65,65
S082,C227,F,1,40
S082,C228,D,55,59
S082,C229,D,52,58
S082,C230,C,61,68
S082,C231,F,16,31
S082,C232,F,45,20
S082,C233,F,40,13
S082,C234,F,37,30
S082,C235,C,68,65
S082,C236,F,48,13
S082,C237,C,61,62
S082,C238,D,55,56
S082,C239,B,70,79
S082,C240,B,77,70
S082,C241,F,11,36
S082,C242,D,56,55
S082,C243,D,53,56
S082,C244,F,26,24
S082,C245,D,51,52
S082,C246,D,59,50
S082,C247,C,61,66
S082,C248,F,33,7
S082,C249,C,60,68
S082,C250,D,57,56
S083,C201,D,52,57
S083,C202,D,56,51
S083,C203,D,59,54
S083,C204,F,32,37
S083,C205,F,40,48
S083,C206,D,55,55
S083,C207,D,57,54
S083,C208,C,63,68
S083,C209,C,64,61
S083,C210,F,15,10
S083,C211,F,22,30
S083,C212,F,43,12
S083,C213,D,53,55
S083,C214,C,63,62
S083,C215,C,66,69
S083,C216,D,54,52
S083,C217,C,62,64
S083,C218,D,59,59
S083,C219,D,57,50
S083,C220,D,54,56
S083,C221,D,50,57
S083,C222,F,22,5
S083,C223,D,51,54
S083,C224,D,52,50
S083,C225,D,54,54
S083,C226,F,23,4
S083,C227,D,55,59
S083,C228,B,70,77
S083,C229,D,55,56
S083,C230,C,63,66
S083,C231,F,36,27
S083,C232,D,50,56
S083,C233,D,56,50
S083,C234,D,52,58
S083,C235,D,53,59
S083,C236,D,51,59
S083,C237,D,57,58
S083,C238,F,45,18
S083,C239,B,73,73
S083,C240,F,11,9
S083,C241,C,62,65
S083,C242,D,51,52
S083,C243,D,51,59
S083,C244,D,50,58
S083,C245,D,53,57
S083,C246,D,52,56
S083,C247,D,55,58
S083,C248,B,76,73
S083,C249,F,23,22
S083,C250,C,65,67
S084,C201,B,70,70
S084,C202,B,76,75
S084,C203,F,11,14
S084,C204,D,56,58
S084,C205,F,33,41
S084,C206,D,51,51
S084,C207,F,11,21
S084,C208,F,21,41
S084,C209,D,55,52
S084,C210,C,62,66
S084,C211,F,14,19
S084,C212,C,63,65
S084,C213,D,59,56
S084,C214,C,68,67
S084,C215,B,74,78
S084,C216,D,54,54
S084,C217,D,57,59
S084,C218,F,2,38
S084,C219,F,33,14
S084,C220,F,44,16
S084,C221,F,4,10
S084,C222,D,59,55
S084,C223,F,11,11
S084,C224,D,56,50
S084,C225,D,53,51
S084,C226,D,50,50
S084,C227,F,34,0
S084,C228,F,26,30
S084,C229,F,46,37
S084,C230,D,50,52
S084,C231,F,33,19
S084,C232,B,71,72
S084,C233,D,50,53
S084,C234,C,68,67
S084,C235,F,9,41
S084,C236,D,54,59
S084,C237,D,57,56
S084,C238,C,63,61
S084,C239,F,26,21
S084,C240,F,33,49
S084,C241,D,59,57
S084,C242,D,52,52
S084,C243,C,61,68
S084,C244,D,58,55
S084,C245,D,53,57
S084,C246,F,7,41
S084,C247,F,29,24
S084,C248,C,66,66
S084,C249,F,20,22
S084,C250,D,56,51
S085,C201,F,44,17
S085,C202,F,30,39
S085,C203,D,58,56
S085,C204,D,51,52
S085,C205,D,51,51
S085,C206,F,33,1
S085,C207,F,3,2
S085,C208,F,40,46
S085,C209,D,56,53
S085,C210,F,12,42
S085,C211,F,29,25
S085,C212,D,51,56
S085,C213,D,58,53
S085,C214,D,55,50
S085,C215,D,54,56
S085,C216,C,61,61
S085,C217,C,63,63
S085,C218,F,23,12
S085,C219,D,57,51
S085,C220,D,58,54
S085,C221,B,74,72
S085,C222,C,62,65
S085,C223,F,13,41
S085,C224,C,69,64
S085,C225,F,43,35
S085,C226,F,24,16
S085,C227,D,50,59
S085,C228,D,59,56
S085,C229,C,64,63
S085,C230,C,66,66
S085,C231,D,58,53
S085,C232,D,56,57
S085,C233,D,54,59
S085,C234,F,5,44
S085,C235,D,58,57
S085,C236,F,44,17
S085,C237,C,66,61
S085,C238,C,60,66
S085,C239,D,56,50
S085,C240,B,70,77
S085,C241,D,54,56
S085,C242,C,60,62
S085,C243,F,42,1
S085,C244,F,27,42
S085,C245,F,6,4
S085,C246,F,12,9
S085,C247,D,58,53
S085,C248,D,58,50
S085,C249,F,16,30
S085,C250,D,59,51
S086,C201,C,62,65
S086,C202,C,64,63
S086,C203,D,55,56
S086,C204,C,60,60
S086,C205,D,57,52
S086,C206,C,66,63
S086,C207,F,1,49
S086,C208,D,55,56
S086,C209,D,58,53
S086,C210,D,58,54
S086,C211,D,50,52
S086,C212,D,57,56
S086,C213,D,55,58
S086,C214,D,55,58
S086,C215,F,36,33
S086,C216,F,25,37
S086,C217,D,52,54
S086,C218,D,57,54
S086,C219,D,56,52
S086,C220,D,53,56
S086,C221,D,57,54
S086,C222,F,41,47
S086,C223,D,52,51
S086,C224,D,59,55
S086,C225,D,58,55
S086,C226,D,52,53
S086,C227,F,30,6
S086,C228,F,33,49
S086,C229,F,20,14
S086,C230,D,51,55
S086,C231,D,50,51
S086,C232,D,58,59
S086,C233,B,76,72
S086,C234,C,69,69
S086,C235,D,50,50
S086,C236,D,52,50
S086,C237,C,66,61
S086,C238,C,66,61
S086,C239,B,71,79
S086,C240,F,24,34
S086,C241,D,58,53
S086,C242,F,11,35
S086,C243,D,58,52
S086,C244,F,21,20
S086,C245,F,4,6
S086,C246,F,44,28
S086,C247,D,58,51
S086,C248,D,59,57
S086,C249,F,43,24
S086,C250,D,51,58
S087,C201,D,53,50
S087,C202,D,53,58
S087,C203,C,69,69
S087,C204,F,4,28
S087,C205,F,16,23
S087,C206,D,51,51
S087,C207,D,59,50
S087,C208,C,67,62
S087,C209,D,57,58
S087,C210,D,55,52
S087,C211,C,65,69
S087,C212,B,72,71
S087,C213,D,54,52
S087,C214,D,50,55
S087,C215,D,55,55
S087,C216,D,59,52
S087,C217,D,58,56
S087,C218,D,53,54
S087,C219,D,56,58
S087,C220,C,64,65
S087,C221,D,52,53
S087,C222,D,51,58
S087,C223,C,61,63
S087,C224,D,55,54
S087,C225,D,56,53
S087,C226,D,54,57
S087,C227,C,68,61
S087,C228,F,10,27
S087,C229,D,56,56
S087,C230,D,59,57
S087,C231,D,56,58
S087,C232,D,54,55
S087,C233,C,62,69
S087,C234,D,53,55
S087,C235,C,64,65
S087,C236,C,65,65
S087,C237,F,46,32
S087,C238,D,54,50
S087,C239,F,3,28
S087,C240,C,65,64
S087,C241,D,56,55
S087,C242,F,34,3
S087,C243,F,46,4
S087,C244,C,68,69
S087,C245,D,59,55
S087,C246,C,69,66
S087,C247,F,16,33
S087,C248,B,74,73
S087,C249,C,63,69
S087,C250,B,73,73
S088,C201,D,59,58
S088,C202,C,66,68
S088,C203,C,66,67
S088,C204,D,53,50
S088,C205,C,69,69
S088,C206,B,71,79
S088,C207,C,62,68
S088,C208,D,51,56
S088,C209,D,58,55
S088,C210,B,73,78
S088,C211,F,21,20
S088,C212,D,54,59
S088,C213,D,50,53
S088,C214,D,57,56
S088,C215,D,51,55
S088,C216,D,59,52
S088,C217,F,8,43
S088,C218,F,39,5
S088,C219,B,76,74
S088,C220,D,57,50
S088,C221,B,74,73
S088,C222,C,68,69
S088,C223,F,29,5
S088,C224,F,22,34
S088,C225,F,19,49
S088,C226,D,51,55
S088,C227,C,67,64
S088,C228,D,52,59
S088,C229,D,51,58
S088,C230,F,39,20
S088,C231,D,54,54
S088,C232,C,62,63
S088,C233,D,50,55
S088,C234,C,60,66
S088,C235,B,73,75
S088,C236,C,67,66
S088,C237,F,11,9
S088,C238,F,29,32
S088,C239,F,4,19
S088,C240,D,58,57
S088,C241,F,23,10
S088,C242,D,59,55
S088,C243,C,63,64
S088,C244,D,57,52
S088,C245,D,51,53
S088,C246,C,65,64
S088,C247,D,53,52
S088,C248,C,65,69
S088,C249,F,49,30
S088,C250,D,52,52
S089,C201,D,57,56
S089,C202,C,62,63
S089,C203,B,75,79
S089,C204,D,54,57
S089,C205,D,50,55
S089,C206,D,52,54
S089,C207,D,58,53
S089,C208,F,17,2
S089,C209,D,53,54
S089,C210,C,66,66
S089,C211,F,49,48
S089,C212,D,53,51
S089,C213,D,58,53
S089,C214,C,63,61
S089,C215,D,56,59
S089,C216,D,54,59
S089,C217,F,27,42
S089,C218,D,56,52
S089,C219,C,66,62
S089,C220,D,52,56
S089,C221,B,79,72
S089,C222,D,51,58
S089,C223,D,59,53
S089,C224,D,57,53
S089,C225,D,52,53
S089,C226,D,54,50
S089,C227,D,56,56
S089,C228,C,61,62
S089,C229,B,70,75
S089,C230,D,58,58
S089,C231,D,51,50
S089,C232,D,58,58
S089,C233,D,51,51
S089,C234,F,37,47
S089,C235,C,67,62
S089,C236,F,2,20
S089,C237,F,21,19
S089,C238,C,60,65
S089,C239,D,57,58
S089,C240,D,50,59
S089,C241,D,55,53
S089,C242,F,5,6
S089,C243,D,51,54
S089,C244,D,51,55
S089,C245,C,64,64
S089,C246,D,59,58
S089,C247,F,12,49
S089,C248,D,52,53
S089,C249,D,54,51
S089,C250,B,79,75
S090,C201,D,59,53
S090,C202,D,55,54
S090,C203,C,69,63
S090,C204,D,54,50
S090,C205,D,56,56
S090,C206,F,6,6
S090,C207,D,50,50
S090,C208,C,62,61
S090,C209,D,57,50
S090,C210,D,57,55
S090,C211,D,54,59
S090,C212,C,67,64
S090,C213,D,59,58
S090,C214,D,56,51
S090,C215,D,59,50
S090,C216,F,2,5
S090,C217,B,76,79
S090,C218,D,55,56
S090,C219,C,62,66
S090,C220,D,53,54
S090,C221,D,54,56
S090,C222,F,10,0
S090,C223,D,51,50
S090,C224,C,69,64
S090,C225,F,31,11
S090,C226,C,63,68
S090,C227,B,76,74
S090,C228,D,59,57
S090,C229,D,54,52
S090,C230,F,37,35
S090,C231,D,54,59
S090,C232,D,50,59
S090,C233,D,54,59
S090,C234,C,69,65
S090,C235,D,51,54
S090,C236,D,50,50
S090,C237,F,40,35
S090,C238,D,59,50
S090,C239,C,66,64
S090,C240,D,58,54
S090,C241,D,51,57
S090,C242,F,39,33
S090,C243,D,58,50
S090,C244,D,53,50
S090,C245,D,56,59
S090,C246,D,50,56
S090,C247,C,65,63
S090,C248,D,51,54
S090,C249,D,59,56
S090,C250,F,21,38
S091,C201,D,54,52
S091,C202,D,50,56
S091,C203,F,26,34
S091,C204,D,52,58
S091,C205,D,52,51
S091,C206,D,58,58
S091,C207,D,58,54
S091,C208,D,55,59
S091,C209,F,3,23
S091,C210,C,66,63
S091,C211,B,74,73
S091,C212,C,68,64
S091,C213,D,50,58
S091,C214,D,52,53
S091,C215,B,70,79
S091,C216,F,37,13
S091,C217,F,12,1
S091,C218,D,55,51
S091,C219,F,1,49
S091,C220,D,57,57
S091,C221,C,60,66
S091,C222,D,58,54
S091,C223,C,65,60
S091,C224,D,58,54
S091,C225,B,75,74
S091,C226,C,68,66
S091,C227,D,50,52
S091,C228,B,75,77
S091,C229,C,67,63
S091,C230,D,52,52
S091,C231,C,67,61
S091,C232,D,53,56
S091,C233,F,3,33
S091,C234,D,50,57
S091,C235,F,8,32
S091,C236,D,52,51
S091,C237,D,51,53
S091,C238,C,63,61
S091,C239,D,55,53
S091,C240,C,65,63
S091,C241,D,51,50
S091,C242,D,54,54
S091,C243,F,6,41
S091,C244,C,61,69
S091,C245,D,58,57
S091,C246,D,57,55
S091,C247,D,57,51
S091,C248,C,65,61
S091,C249,D,58,56
S091,C250,F,6,42
S092,C201,F,22,19
S092,C202,D,55,59
S092,C203,D,54,50
S092,C204,B,75,79
S092,C205,F,48,8
S092,C206,D,50,57
S092,C207,D,53,55
S092,C208,D,51,52
S092,C209,D,50,52
S092,C210,D,55,50
S092,C211,D,58,51
S092,C212,C,64,60
S092,C213,D,55,54
S092,C214,C,68,60
S092,C215,D,56,51
S092,C216,F,24,32
S092,C217,F,11,8
S092,C218,D,58,51
S092,C219,F,27,14
S092,C220,D,53,55
S092,C221,C,69,61
S092,C222,D,54,58
S092,C223,D,55,56
S092,C224,D,59,50
S092,C225,F,34,1
S092,C226,C,68,67
S092,C227,B,74,78
S092,C228,B,78,79
S092,C229,D,58,51
S092,C230,D,55,55
S092,C231,C,65,64
S092,C232,D,57,52
S092,C233,F,49,37
S092,C234,D,55,59
S092,C235,D,52,53
S092,C236,D,57,59
S092,C237,D,55,57
S092,C238,D,58,57
S092,C239,F,6,32
S092,C240,F,3,43
S092,C241,D,50,51
S092,C242,D,54,53
S092,C243,C,63,60
S092,C244,F,23,5
S092,C245,D,53,53
S092,C246,F,48,23
S092,C247,C,64,67
S092,C248,D,55,50
S092,C249,D,59,50
S092,C250,D,58,57
S093,C201,F,33,34
S093,C202,D,53,58
S093,C203,F,3,39
S093,C204,D,56,54
S093,C205,D,58,52
S093,C206,D,57,54
S093,C207,F,7,45
S093,C208,C,64,61
S093,C209,C,66,66
S093,C210,C,61,67
S093,C211,D,56,54
S093,C212,D,53,56
S093,C213,C,66,68
S093,C214,D,58,55
S093,C215,D,55,59
S093,C216,C,60,61
S093,C217,D,58,56
S093,C218,C,61,66
S093,C219,F,15,33
S093,C220,D,50,51
S093,C221,D,55,56
S093,C222,D,51,57
S093,C223,F,22,23
S093,C224,F,9,11
S093,C225,B,74,71
S093,C226,D,51,55
S093,C227,D,57,58
S093,C228,F,8,48
S093,C229,C,60,69
S093,C230,D,50,58
S093,C231,F,45,36
S093,C232,F,18,45
S093,C233,F,1,32
S093,C234,F,37,38
S093,C235,F,41,47
S093,C236,D,52,58
S093,C237,D,52,50
S093,C238,C,66,61
S093,C239,B,70,73
S093,C240,F,8,18
S093,C241,F,44,0
S093,C242,F,35,14
S093,C243,F,35,19
S093,C244,C,69,61
S093,C245,C,64,62
S093,C246,F,32,0
S093,C247,F,23,45
S093,C248,F,12,10
S093,C249,F,6,42
S093,C250,D,55,52
S094,C201,D,59,58
S094,C202,D,51,56
S094,C203,D,53,50
S094,C204,D,51,58
